Tag Number,Site,Plot,Species,Surv1,Surv2,Surv3,Surv4,Repr1,Repr2,Repr3,Repr4,Notes,Date:,Date:,Date:,Date:,
1553,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,browned,4/10/2024,5/29,8/7/2024,10/22/2024,
1554,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1555,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1556,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1557,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1558,05_01,3,Balduina uniflora,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1559,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1560,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1561,05_01,3,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1562,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1563,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1564,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1565,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1566,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1567,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1568,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1569,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1570,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1571,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1572,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1573,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1574,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1575,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1576,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1577,05_01,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1578,05_01,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1579,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1580,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
1581,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1582,05_01,3,Balduina uniflora,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1583,05_01,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1584,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,all browning,4/10/2024,5/29,8/7/2024,10/22/2024,
1585,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1586,05_01,3,Balduina uniflora,0,0,0,0,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
1587,05_01,3,Balduina uniflora,0,0,1,0,N,N,N,N,"brown, dead?",4/10/2024,5/29,8/7/2024,10/22/2024,
1588,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1589,05_01,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1590,05_01,3,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1591,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1592,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1593,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1594,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1595,05_01,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1596,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1597,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1598,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1599,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1600,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1601,05_01,3,Balduina uniflora,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1602,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1603,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1604,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1605,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1606,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1607,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1608,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1609,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1610,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1611,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1612,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1613,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1614,05_01,3,Balduina uniflora,0,0,0,0,N,N,N,N,"brown, dead?",4/10/2024,5/29,8/7/2024,10/22/2024,
1615,05_01,3,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1616,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1617,05_01,3,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1618,05_01,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1619,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1620,05_01,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
